name,city,Condo_hotel,review_badge,review_titel,review_number,cc,price,Duration,persons,stars,taxes,Favorite_partner,type_hotels
Almuhaidb Residence Al Jubail, Al JubailShow,null,7.4,null,null,null,SAR 378,2 nights, 1 adult,null, +SAR28 taxes and charges  ,,null
Ain Al Arab Tourist Resort (Families Only), UnayzahShow,null,8.2,null,null,null,SAR 378,2 nights, 1 adult,null, includes taxes and charges ,,null
AlMuhaidb Residence Alkhafji, KhafjiShow,null,8.8,null,null,null,SAR 378,2 nights, 1 adult,3-star, +SAR28 taxes and charges  ,null,null
The First Tower Hotel برج الأول, Al JubailShow,Condo Hotel,7.7,null,null,null,SAR 378,2 nights, 1 adult,null, +SAR19 taxes and charges  ,,Condo Hotel
شقق ارض الاندلس للوحدات السكنيه المفروشه, RiyadhShow,null,7.2,null,null,null,SAR 378,2 nights, 1 adult,null, includes taxes and charges ,,null
Reality Suites, DammamShow,Condo Hotel,7.3,null,null,null,SAR 378,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
Four Seasons Hotel Apartments, Al JubailShow,Condo Hotel,6.7,null,null,null,SAR 378,2 nights, 1 adult,null, +SAR19 taxes and charges  ,,Condo Hotel
Khalifa Tower بنايه خليفه, Al JubailShow,Condo Hotel,6.3,null,null,null,SAR 378,2 nights, 1 adult,null, +SAR19 taxes and charges  ,,Condo Hotel
Remaz Furnished Apartment," Al Sulimania, RiyadhShow",Condo Hotel,8.0,null,null,null,SAR 378,2 nights, 1 adult,null, +SAR19 taxes and charges  ,,Condo Hotel
Alshaheen Suites, JeddahShow,Condo Hotel,7.2,null,null,null,SAR 380,2 nights, 1 adult,null, +SAR29 taxes and charges  ,,Condo Hotel
Renz Hotel Jeddah, JeddahShow,null,8.1,null,null,null,SAR 380,2 nights, 1 adult,3-star, +SAR29 taxes and charges  ,null,null
The View, Al HofufShow,Condo Hotel,8.3,null,null,null,SAR 380,2 nights, 1 adult,null, +SAR29 taxes and charges  ,,Condo Hotel
Toot House, TaifShow,Condo Hotel,7.8,null,null,null,SAR 380,2 nights, 1 adult,null, +SAR29 taxes and charges  ,,Condo Hotel
Drr Ramah Suites 5, RiyadhShow,Condo Hotel,8.0,null,null,null,SAR 380,2 nights, 1 adult,null, +SAR38 taxes and charges  ,,Condo Hotel
Abha Park Furnished Units, AbhaShow,Condo Hotel,8.2,null,null,null,SAR 380,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
مسك روز للوحدات السكنيه, Al ‘ArīnShow,Condo Hotel,None,null,null,null,SAR 380,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
Hala Onaizah, UnayzahShow,Condo Hotel,None,null,null,null,SAR 380,2 nights, 1 adult,null, +SAR29 taxes and charges  ,,Condo Hotel
Wahat Al Nafil, RiyadhShow,Condo Hotel,None,null,null,null,SAR 380,2 nights, 1 adult,null, +SAR29 taxes and charges  ,,Condo Hotel
Almuhaidb Alhamra - Jeddah, JeddahShow,Condo Hotel,7.5,null,null,null,SAR 380,2 nights, 1 adult,null, +SAR29 taxes and charges  ,,Condo Hotel
Makarim Palm Hotel, RabighShow,Condo Hotel,8.0,null,null,null,SAR 380,2 nights, 1 adult,null, +SAR29 taxes and charges  ,,Condo Hotel
Lavona Inn, Al JubailShow,null,6.6,null,null,null,SAR 380,2 nights, 1 adult,null, +SAR29 taxes and charges  ,,null
الدره بلوساندس, DammamShow,Condo Hotel,7.4,null,null,null,SAR 380,2 nights, 1 adult,null, +SAR29 taxes and charges  ,,Condo Hotel
اللوتس العربيه للاجنحه الفندقيه," Al Hamra, JeddahShow",Condo Hotel,None,null,null,null,SAR 380,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
Blue Sands Plaza," Al Olayya, Al KhobarShow",Condo Hotel,None,null,null,null,SAR 380,2 nights, 1 adult,null, +SAR29 taxes and charges  ,,Condo Hotel
نزل خيال للوحدات السكنية, AbhaShow,Condo Hotel,None,null,null,null,SAR 380,2 nights, 1 adult,null, +SAR29 taxes and charges  ,PromotedThis property spends a little extra to promote their visibility on our site. It matches your search criteria and is a great option for you.,Condo Hotel
Nawara Sulimania Askary," Al Sulimania, RiyadhShow",Apartments,7.9,null,null,null,SAR 380,2 nights, 1 adult,null, +SAR29 taxes and charges  ,,Apartments
Raoum Inn Buraydah, BuraydahShow,Condo Hotel,7.3,null,null,null,SAR 380,2 nights, 1 adult,null, +SAR29 taxes and charges  ,,Condo Hotel
Drr Ramah Suites 3, RiyadhShow,Condo Hotel,7.9,null,null,null,SAR 382,2 nights, 1 adult,null, +SAR19 taxes and charges  ,,Condo Hotel
Drr Ramah Suites 7, RiyadhShow,Condo Hotel,None,null,null,null,SAR 382,2 nights, 1 adult,null, +SAR19 taxes and charges  ,,Condo Hotel
